,0_FFT mean coefficient_0,0_FFT mean coefficient_1,0_FFT mean coefficient_2,0_FFT mean coefficient_3,0_FFT mean coefficient_4,0_FFT mean coefficient_5,0_FFT mean coefficient_6,0_FFT mean coefficient_7,0_FFT mean coefficient_8,0_FFT mean coefficient_9,0_FFT mean coefficient_10,0_FFT mean coefficient_11,0_FFT mean coefficient_12,0_FFT mean coefficient_13,0_FFT mean coefficient_14,0_FFT mean coefficient_15,0_FFT mean coefficient_16,0_FFT mean coefficient_17,0_FFT mean coefficient_18,0_FFT mean coefficient_19,0_FFT mean coefficient_20,0_FFT mean coefficient_21,0_FFT mean coefficient_22,0_FFT mean coefficient_23,0_FFT mean coefficient_24,0_FFT mean coefficient_25,0_FFT mean coefficient_26,0_FFT mean coefficient_27,0_FFT mean coefficient_28,0_FFT mean coefficient_29,0_FFT mean coefficient_30,0_FFT mean coefficient_31,0_FFT mean coefficient_32,0_FFT mean coefficient_33,0_FFT mean coefficient_34,0_FFT mean coefficient_35,0_FFT mean coefficient_36,0_FFT mean coefficient_37,0_FFT mean coefficient_38,0_FFT mean coefficient_39,0_FFT mean coefficient_40,0_FFT mean coefficient_41,0_FFT mean coefficient_42,0_FFT mean coefficient_43,0_FFT mean coefficient_44,0_FFT mean coefficient_45,0_FFT mean coefficient_46,0_FFT mean coefficient_47,0_FFT mean coefficient_48,0_FFT mean coefficient_49,0_FFT mean coefficient_50,0_FFT mean coefficient_51,0_FFT mean coefficient_52,0_FFT mean coefficient_53,0_FFT mean coefficient_54,0_FFT mean coefficient_55,0_FFT mean coefficient_56,0_FFT mean coefficient_57,0_FFT mean coefficient_58,0_FFT mean coefficient_59,0_FFT mean coefficient_60,0_FFT mean coefficient_61,0_FFT mean coefficient_62,0_FFT mean coefficient_63,0_FFT mean coefficient_64,0_FFT mean coefficient_65,0_FFT mean coefficient_66,0_FFT mean coefficient_67,0_FFT mean coefficient_68,0_FFT mean coefficient_69,0_FFT mean coefficient_70,0_FFT mean coefficient_71,0_FFT mean coefficient_72,0_FFT mean coefficient_73,0_FFT mean coefficient_74,0_FFT mean coefficient_75,0_FFT mean coefficient_76,0_FFT mean coefficient_77,0_FFT mean coefficient_78,0_FFT mean coefficient_79,0_FFT mean coefficient_80,0_FFT mean coefficient_81,0_FFT mean coefficient_82,0_FFT mean coefficient_83,0_FFT mean coefficient_84,0_FFT mean coefficient_85,0_FFT mean coefficient_86,0_FFT mean coefficient_87,0_FFT mean coefficient_88,0_FFT mean coefficient_89,0_FFT mean coefficient_90,0_FFT mean coefficient_91,0_FFT mean coefficient_92,0_FFT mean coefficient_93,0_FFT mean coefficient_94,0_FFT mean coefficient_95,0_FFT mean coefficient_96,0_FFT mean coefficient_97,0_FFT mean coefficient_98,0_FFT mean coefficient_99,0_FFT mean coefficient_100,0_FFT mean coefficient_101,0_FFT mean coefficient_102,0_FFT mean coefficient_103,0_FFT mean coefficient_104,0_FFT mean coefficient_105,0_FFT mean coefficient_106,0_FFT mean coefficient_107,0_FFT mean coefficient_108,0_FFT mean coefficient_109,0_FFT mean coefficient_110,0_FFT mean coefficient_111,0_FFT mean coefficient_112,0_FFT mean coefficient_113,0_FFT mean coefficient_114,0_FFT mean coefficient_115,0_FFT mean coefficient_116,0_FFT mean coefficient_117,0_FFT mean coefficient_118,0_FFT mean coefficient_119,0_FFT mean coefficient_120,0_FFT mean coefficient_121,0_FFT mean coefficient_122,0_FFT mean coefficient_123,0_FFT mean coefficient_124,0_FFT mean coefficient_125,0_FFT mean coefficient_126,0_FFT mean coefficient_127,0_FFT mean coefficient_128,0_FFT mean coefficient_129,0_FFT mean coefficient_130,0_FFT mean coefficient_131,0_FFT mean coefficient_132,0_FFT mean coefficient_133,0_FFT mean coefficient_134,0_FFT mean coefficient_135,0_FFT mean coefficient_136,0_FFT mean coefficient_137,0_FFT mean coefficient_138,0_FFT mean coefficient_139,0_FFT mean coefficient_140,0_FFT mean coefficient_141,0_FFT mean coefficient_142,0_FFT mean coefficient_143,0_FFT mean coefficient_144,0_FFT mean coefficient_145,0_FFT mean coefficient_146,0_FFT mean coefficient_147,0_FFT mean coefficient_148,0_FFT mean coefficient_149,0_FFT mean coefficient_150,0_FFT mean coefficient_151,0_FFT mean coefficient_152,0_FFT mean coefficient_153,0_FFT mean coefficient_154,0_FFT mean coefficient_155,0_FFT mean coefficient_156,0_FFT mean coefficient_157,0_FFT mean coefficient_158,0_FFT mean coefficient_159,0_FFT mean coefficient_160,0_FFT mean coefficient_161,0_FFT mean coefficient_162,0_FFT mean coefficient_163,0_FFT mean coefficient_164,0_FFT mean coefficient_165,0_FFT mean coefficient_166,0_FFT mean coefficient_167,0_FFT mean coefficient_168,0_FFT mean coefficient_169,0_FFT mean coefficient_170,0_FFT mean coefficient_171,0_FFT mean coefficient_172,0_FFT mean coefficient_173,0_FFT mean coefficient_174,0_FFT mean coefficient_175,0_FFT mean coefficient_176,0_FFT mean coefficient_177,0_FFT mean coefficient_178,0_FFT mean coefficient_179,0_FFT mean coefficient_180,0_FFT mean coefficient_181,0_FFT mean coefficient_182,0_FFT mean coefficient_183,0_FFT mean coefficient_184,0_FFT mean coefficient_185,0_FFT mean coefficient_186,0_FFT mean coefficient_187,0_FFT mean coefficient_188,0_FFT mean coefficient_189,0_FFT mean coefficient_190,0_FFT mean coefficient_191,0_FFT mean coefficient_192,0_FFT mean coefficient_193,0_FFT mean coefficient_194,0_FFT mean coefficient_195,0_FFT mean coefficient_196,0_FFT mean coefficient_197,0_FFT mean coefficient_198,0_FFT mean coefficient_199,0_FFT mean coefficient_200,0_FFT mean coefficient_201,0_FFT mean coefficient_202,0_FFT mean coefficient_203,0_FFT mean coefficient_204,0_FFT mean coefficient_205,0_FFT mean coefficient_206,0_FFT mean coefficient_207,0_FFT mean coefficient_208,0_FFT mean coefficient_209,0_FFT mean coefficient_210,0_FFT mean coefficient_211,0_FFT mean coefficient_212,0_FFT mean coefficient_213,0_FFT mean coefficient_214,0_FFT mean coefficient_215,0_FFT mean coefficient_216,0_FFT mean coefficient_217,0_FFT mean coefficient_218,0_FFT mean coefficient_219,0_FFT mean coefficient_220,0_FFT mean coefficient_221,0_FFT mean coefficient_222,0_FFT mean coefficient_223,0_FFT mean coefficient_224,0_FFT mean coefficient_225,0_FFT mean coefficient_226,0_FFT mean coefficient_227,0_FFT mean coefficient_228,0_FFT mean coefficient_229,0_FFT mean coefficient_230,0_FFT mean coefficient_231,0_FFT mean coefficient_232,0_FFT mean coefficient_233,0_FFT mean coefficient_234,0_FFT mean coefficient_235,0_FFT mean coefficient_236,0_FFT mean coefficient_237,0_FFT mean coefficient_238,0_FFT mean coefficient_239,0_FFT mean coefficient_240,0_FFT mean coefficient_241,0_FFT mean coefficient_242,0_FFT mean coefficient_243,0_FFT mean coefficient_244,0_FFT mean coefficient_245,0_FFT mean coefficient_246,0_FFT mean coefficient_247,0_FFT mean coefficient_248,0_FFT mean coefficient_249,0_FFT mean coefficient_250,0_FFT mean coefficient_251,0_FFT mean coefficient_252,0_FFT mean coefficient_253,0_FFT mean coefficient_254,0_FFT mean coefficient_255,0_Fundamental frequency,0_Human range energy,0_LPCC_0,0_LPCC_1,0_LPCC_2,0_LPCC_3,0_LPCC_4,0_LPCC_5,0_LPCC_6,0_LPCC_7,0_LPCC_8,0_LPCC_9,0_LPCC_10,0_LPCC_11,0_LPCC_12,0_MFCC_0,0_MFCC_1,0_MFCC_2,0_MFCC_3,0_MFCC_4,0_MFCC_5,0_MFCC_6,0_MFCC_7,0_MFCC_8,0_MFCC_9,0_MFCC_10,0_MFCC_11,0_Max power spectrum,0_Maximum frequency,0_Median frequency,0_Power bandwidth,0_Spectral centroid,0_Spectral decrease,0_Spectral distance,0_Spectral entropy,0_Spectral kurtosis,0_Spectral positive turning points,0_Spectral roll-off,0_Spectral roll-on,0_Spectral skewness,0_Spectral slope,0_Spectral spread,0_Spectral variation,0_Wavelet absolute mean_0,0_Wavelet absolute mean_1,0_Wavelet absolute mean_2,0_Wavelet absolute mean_3,0_Wavelet absolute mean_4,0_Wavelet absolute mean_5,0_Wavelet absolute mean_6,0_Wavelet absolute mean_7,0_Wavelet absolute mean_8,0_Wavelet energy_0,0_Wavelet energy_1,0_Wavelet energy_2,0_Wavelet energy_3,0_Wavelet energy_4,0_Wavelet energy_5,0_Wavelet energy_6,0_Wavelet energy_7,0_Wavelet energy_8,0_Wavelet entropy,0_Wavelet standard deviation_0,0_Wavelet standard deviation_1,0_Wavelet standard deviation_2,0_Wavelet standard deviation_3,0_Wavelet standard deviation_4,0_Wavelet standard deviation_5,0_Wavelet standard deviation_6,0_Wavelet standard deviation_7,0_Wavelet standard deviation_8,0_Wavelet variance_0,0_Wavelet variance_1,0_Wavelet variance_2,0_Wavelet variance_3,0_Wavelet variance_4,0_Wavelet variance_5,0_Wavelet variance_6,0_Wavelet variance_7,0_Wavelet variance_8,0_ECDF_0,0_ECDF_1,0_ECDF_2,0_ECDF_3,0_ECDF_4,0_ECDF_5,0_ECDF_6,0_ECDF_7,0_ECDF_8,0_ECDF_9,0_ECDF Percentile_0,0_ECDF Percentile_1,0_ECDF Percentile Count_0,0_ECDF Percentile Count_1,0_Histogram_0,0_Histogram_1,0_Histogram_2,0_Histogram_3,0_Histogram_4,0_Histogram_5,0_Histogram_6,0_Histogram_7,0_Histogram_8,0_Histogram_9,0_Interquartile range,0_Kurtosis,0_Max,0_Mean,0_Mean absolute deviation,0_Median,0_Median absolute deviation,0_Min,0_Root mean square,0_Skewness,0_Standard deviation,0_Variance,0_Absolute energy,0_Area under the curve,0_Autocorrelation,0_Centroid,0_Entropy,0_Mean absolute diff,0_Mean diff,0_Median absolute diff,0_Median diff,0_Negative turning points,0_Neighbourhood peaks,0_Peak to peak distance,0_Positive turning points,0_Signal distance,0_Slope,0_Sum absolute diff,0_Total energy,0_Zero crossing rate,serial_no,label
0,3.22972207292e-17,1.61943198646e-18,7.97230999043e-18,2.17763304134e-17,2.22334397027e-17,2.30379984892e-17,9.04644573927e-17,6.14520651215e-17,1.8693732462e-16,4.28960179732e-16,1.63521870865e-15,3.81054737622e-15,1.72121539899e-15,8.90739807103e-15,4.36916517918e-15,5.80242425907e-15,1.53016370848e-15,2.45591854294e-14,7.67311828013e-15,4.55274376745e-15,2.47984453016e-15,9.45537155683e-16,8.34684686192e-16,1.58656927039e-15,9.63846163063e-16,1.1192083957e-16,4.46736283348e-16,3.5671585895e-16,2.17670470925e-16,6.15513398137e-16,5.20188916461e-16,1.51446028818e-15,5.71700860475e-16,9.57666991871e-16,8.76330145071e-16,3.62613357959e-16,2.49132665773e-17,1.73746247427e-17,8.6855434395e-18,2.63310720465e-17,2.93038787392e-17,6.62498977792e-17,1.15163741213e-16,4.47521810923e-17,6.86032283033e-17,3.15082862349e-17,5.43303231491e-17,5.26416001557e-17,1.13713091553e-16,2.566502447e-17,6.14495782071e-17,1.31521672524e-17,5.02946077685e-17,1.58169114508e-17,1.13916349971e-17,1.88081311413e-17,2.15031445213e-17,9.66215957824e-17,5.89882047577e-17,1.46885971885e-17,1.09134028855e-16,7.22279482335e-17,2.66599760858e-17,3.46753875967e-17,2.66461170917e-17,7.07521031668e-18,6.45685739225e-18,9.6973567699e-18,7.76977381649e-18,9.14733776634e-18,4.60062932421e-18,8.49458281003e-18,9.11784092451e-18,1.11341501963e-17,2.28220522882e-17,9.47581151777e-18,1.38816439353e-17,1.63401336067e-17,6.85590019493e-18,6.02739768291e-18,8.66117849308e-18,1.70615491085e-17,1.9238156501e-17,2.13562261332e-17,2.82023118094e-17,2.53044394918e-17,4.50766924735e-18,8.05610162195e-18,8.07335289702e-18,1.16890973258e-17,9.42916974173e-18,1.91344949871e-17,1.72084866065e-17,1.97042434803e-17,2.35891604358e-17,2.22713511901e-17,2.65149215626e-17,4.04468962389e-17,4.93362871999e-17,2.86945713836e-17,2.69912083588e-17,1.68624820546e-17,1.50028258808e-17,1.32670166442e-17,1.09334119725e-17,1.41412204726e-17,1.35147460088e-17,1.33749903805e-17,1.2479939461e-17,9.60882098979e-18,5.73992962992e-18,1.19936391345e-17,6.5172553862e-18,2.35010778057e-18,4.91132204299e-18,7.83055893007e-18,2.6224759604e-18,4.93540469666e-18,4.87630169063e-18,4.63816042535e-18,6.18677814241e-18,8.83246792435e-18,4.57274833848e-18,3.38777672912e-18,3.62744167222e-18,6.45814853958e-18,7.013708558e-18,2.94617923548e-18,4.32409004485e-18,1.22319073159e-17,8.42110900753e-18,5.09620308169e-18,5.98907716867e-18,7.49542950779e-18,8.62210844515e-18,8.95242927584e-18,1.20777904391e-17,1.65715887651e-17,1.54221469199e-17,9.32353992645e-18,2.24328791885e-17,4.95208567957e-18,3.21714438175e-18,1.1669104158e-17,1.63379001944e-17,1.80258413742e-17,1.12537722215e-17,1.89894498389e-17,3.43063828963e-17,1.51467445333e-17,8.78399766705e-18,1.04622276616e-17,1.42657811868e-17,1.64726248573e-17,2.0983396886e-17,1.23338995194e-17,6.70548769919e-18,1.11241214048e-17,1.18385992493e-17,7.38705343613e-18,9.53275374582e-18,1.55136676274e-17,8.32941083624e-18,3.87452307352e-18,8.47262833309e-18,8.26224315075e-18,2.41599884862e-18,5.04085379583e-18,3.31973259888e-18,5.82174581668e-18,5.76420029791e-18,4.42662232565e-18,5.05554585122e-18,3.69733608476e-18,3.95723076343e-18,4.23815409585e-18,2.30721476044e-18,4.25883612599e-18,3.19200566294e-18,1.28543493547e-18,4.03705572786e-18,2.69161280857e-18,9.11906711362e-19,1.46276102462e-18,1.38561005132e-18,4.62516483597e-18,4.03305915892e-18,3.41805138008e-18,4.82570208891e-18,5.56903572402e-18,4.2113496778e-18,2.16625876352e-18,1.50517414312e-18,2.68168721408e-18,1.2844912166e-18,2.03857157768e-18,2.01514185275e-18,4.40090813322e-18,4.30873230258e-18,6.44858661509e-18,1.182811362e-18,4.41505679267e-18,1.08632681716e-18,1.62188830148e-18,1.68751547763e-18,2.82431908042e-18,2.43725857434e-18,4.88698497822e-18,4.30840591631e-18,2.21110961504e-18,4.01624921514e-18,2.94231402094e-18,3.85744945395e-18,2.8775856747e-18,9.1844515094e-19,2.14444485904e-18,2.91707856842e-18,2.68737978669e-18,4.42371537793e-18,2.35214944573e-18,1.66883005873e-18,2.6872508247e-18,2.22360793882e-18,1.17881423968e-18,4.56995705014e-18,4.6626964786e-18,5.17546845582e-18,1.9064032651e-18,4.44566183767e-18,2.83200695974e-18,3.76379971393e-18,2.26544075328e-18,3.56326679582e-18,5.10196126862e-18,4.97096695892e-18,4.68418394522e-18,3.935844347e-18,2.71864824728e-18,6.75945262624e-18,7.13038737696e-18,5.69920081345e-18,1.24398877603e-17,2.48611149681e-17,4.3610952469e-17,8.12824158829e-17,2.20889311749e-16,2.22974266909e-16,1.59146552101e-15,2.872844996e-15,2.8581961819e-15,8.95525234223e-15,6.85579967044e-15,1.51654242927e-14,5.16748290397e-15,1.46346703322e-14,6.75500729893e-15,1.10073382255,0.486128498234,0.368553380387,0.733691584505,0.639438915114,0.14337479628,0.253493515419,0.282976447775,0.0178235526008,0.0178235526008,0.282976447775,0.253493515419,0.14337479628,0.639438915114,0.733691584505,8.39523819541,124.214719682,-47.43398528,105.712252226,-274.287156356,92.8370118775,-169.859458849,-39.270532874,-132.599864281,197.462442967,-158.269198477,-68.5927740178,3.90189770975,24.8999332889,5.42028018679,23.7166666667,10.9133391684,0.00522156765489,-0.359235585291,0.619087652403,1.39036314773,480.0,24.8999332889,1.10073382255,0.436068119428,-2.02821976735e-05,10.0334308045,0.118106503128,6.26473223871e-12,1.42203547053e-11,2.86824006926e-11,4.13588705993e-11,6.57375096499e-11,1.00965567573e-10,1.40499789948e-10,1.78362535362e-10,2.10007440603e-10,2.05189021364e-08,5.65827921105e-08,1.14990733007e-07,1.80818977339e-07,2.43173830905e-07,2.93870926387e-07,3.2630909342e-07,3.37542987143e-07,3.29357560299e-07,2.01567435048,2.05189011801e-08,5.65827903236e-08,1.1499072943e-07,1.80818972609e-07,2.4317382202e-07,2.93870909042e-07,3.26309063172e-07,3.37542940019e-07,3.29357493346e-07,4.21025305638e-16,3.2016121608e-15,1.32228678548e-14,3.26955008554e-14,5.91335077156e-14,8.63601111814e-14,1.06477604708e-13,1.13935236357e-13,1.08476358423e-13,0.000333333333333,0.000666666666667,0.001,0.00133333333333,0.00166666666667,0.002,0.00233333333333,0.00266666666667,0.003,0.00333333333333,-8.82116452352e-08,8.99751143481e-08,600.0,2400.0,0.0,0.0,0.0,0.0,1519.0,1481.0,0.0,0.0,0.0,0.0,1.43960777e-07,1.62162540145,6.12701209845e-07,-9.34582850543e-11,8.90251739914e-08,-1.70530048303e-09,7.18565691002e-08,-5.11909958012e-07,1.1669150222e-07,0.0762519543703,1.16691464794e-07,1.36168979559e-14,4.08507200709e-11,3.39432675413e-06,4.08507200709e-11,26.7931545661,1.0,1.24728471642e-07,-4.78577621961e-12,1.02697457659e-07,-3.02251702988e-10,1385.0,96.0,1.12461116786e-06,1385.0,2999.0,-1.50023217615e-13,0.000374060686456,6.81072358635e-13,1687.0,233,1.0
0,1.61772040927e-17,4.2326790586e-18,1.1332725055e-17,3.86587175557e-17,3.84496279197e-17,1.15006341735e-16,2.36888003642e-16,5.01927473785e-16,1.66236430226e-15,3.24677441748e-15,7.98852944671e-16,7.9164758768e-16,1.14888792795e-15,1.45549268896e-15,2.16892659503e-15,4.79901863102e-16,9.83070713473e-16,1.10217581492e-15,3.12861659922e-15,1.37878011808e-15,1.09493072885e-15,1.15270402118e-15,1.28065984845e-15,5.02588283332e-16,3.66372553346e-16,3.65692483877e-16,1.24877452614e-16,5.87619799413e-17,9.80736620174e-17,6.66017652015e-17,2.35005013172e-16,3.71355366653e-16,3.62724935206e-16,4.52300851035e-16,2.33816001746e-16,2.83305675372e-16,7.37111269098e-17,1.09497800538e-16,1.8505353299e-16,2.07593451952e-16,1.76530700692e-16,1.27246641421e-16,2.57339548744e-17,6.0572501995e-17,6.94395641248e-17,2.53394034108e-17,1.24463114478e-17,2.12948198341e-17,3.98404747482e-17,4.37350395685e-17,4.49062783118e-17,6.69961019588e-17,2.45809408586e-17,2.86138991873e-17,7.75217171297e-17,6.28642334568e-17,5.96924533811e-17,8.27873303232e-17,2.66379041159e-17,2.81045687088e-17,1.21612899785e-17,1.48645050343e-17,3.73867279469e-17,3.8703139988e-17,1.01362777985e-17,2.40867847485e-17,1.44153208192e-17,2.0410037089e-17,5.73735377243e-18,2.06216665646e-17,1.061127923e-17,5.60456358531e-17,2.1754193724e-17,5.49718422892e-17,2.03587796881e-17,1.61723710802e-17,1.00386921728e-17,2.1401791296e-17,1.24136391984e-17,1.20542311651e-17,7.02672677071e-18,1.63615131753e-17,1.5451094486e-17,1.22559987325e-17,6.92421948074e-18,1.3513856413e-17,3.64357826954e-17,1.38230623501e-17,1.72319338245e-17,8.86293052303e-18,5.40960292601e-18,1.20884768733e-17,7.03141910999e-18,8.09677400488e-18,1.52998365129e-17,1.15829178169e-17,7.99885090523e-18,8.32764132626e-18,9.29728887435e-18,1.29888798507e-17,1.58566709296e-17,1.01721683278e-17,2.11235217217e-17,1.02434695007e-17,8.69880664725e-18,1.36100346226e-17,1.88400345233e-17,8.64031444553e-18,7.95026269874e-18,1.49274232173e-17,1.28682129369e-17,4.89842163103e-18,1.52828407602e-17,2.0523327722e-17,1.4405656834e-17,1.08533475055e-17,7.72298500915e-18,2.96194541271e-17,2.3433652131e-17,1.20226058847e-17,2.36242890292e-17,1.85277681017e-17,2.74963094931e-17,1.60226318497e-17,1.82142295506e-17,6.33675072419e-18,2.096852015e-17,3.22640739818e-17,2.61540124803e-17,8.79707016289e-18,1.41866291091e-17,9.4882165312e-18,2.17654413765e-17,1.44726674955e-17,8.43194619107e-18,6.85756652774e-18,6.80004687694e-18,8.852637491e-18,5.85961749998e-18,7.89393962044e-18,1.01865776123e-17,1.08839286661e-17,1.15395934285e-17,1.59955510492e-17,8.06097941304e-18,1.27155716722e-17,4.78455628964e-18,1.31606512584e-17,1.85843506555e-17,2.27161587532e-17,4.01784393644e-17,2.43202584621e-17,2.90700624646e-17,6.36088709867e-18,1.2526643616e-17,7.55313451247e-18,2.43499031109e-17,2.18679785922e-17,1.68129937867e-17,2.50697955228e-17,8.00907201571e-18,1.70368910925e-17,1.28166926024e-17,9.50538239782e-18,1.79379066596e-17,9.21072864659e-18,4.06873028364e-18,1.32981264678e-17,6.77988760208e-18,9.85163246588e-18,7.03265301598e-18,1.01625390125e-17,7.14985483509e-18,9.6396020228e-18,8.00528496528e-18,2.9518819354e-18,1.11957271326e-17,1.87673437645e-17,3.05086081827e-17,2.19412904167e-17,2.77233755152e-17,2.12725950888e-17,7.92372225744e-18,1.42319069381e-17,2.79955557954e-17,7.2522886891e-18,9.55462929753e-18,8.87415857635e-18,2.45900612674e-17,9.88209466011e-18,9.4119375366e-18,3.0471991478e-18,2.45173927691e-17,9.6272920617e-18,1.18143757173e-17,6.85101672294e-18,1.57065276321e-18,1.16933015157e-17,1.48760376642e-17,1.61102038851e-17,1.05951938781e-17,2.67147139546e-17,2.31995034418e-17,1.72786256517e-17,1.84416243254e-17,1.69573930865e-17,2.60010275971e-17,1.23879681118e-17,1.27444292975e-17,2.93680298348e-17,1.22653251565e-17,2.24253142024e-17,1.972917199e-17,1.01979934746e-17,1.50159441504e-17,1.32022017391e-17,2.48210199349e-17,2.01150208563e-17,1.69519825896e-17,2.71106872035e-17,1.6998177244e-17,1.5069245135e-17,1.95331959632e-17,2.17884001862e-17,2.45204520908e-17,1.84752701387e-17,4.07921381686e-17,3.37860174339e-17,8.23009597704e-18,1.0656066309e-17,6.50703397499e-18,4.97484499279e-18,2.10770229294e-17,1.39105509636e-17,1.24115566906e-17,2.46785858351e-17,1.29662836058e-17,8.42599371491e-18,1.60694310027e-17,4.15303109196e-17,2.01448324236e-17,2.58797087837e-17,3.65085032138e-17,3.38459878489e-17,5.61285700957e-17,2.22480325528e-16,2.05263460814e-16,3.52395841391e-16,7.29211833908e-16,5.61246800023e-15,7.13620108448e-15,4.48155313368e-15,8.00246955689e-15,5.97180473123e-15,8.6049900326e-15,3.31367180677e-15,0.800533689126,0.303007376146,0.222697381953,0.272080562243,0.631672321349,0.145570268239,0.224116389804,0.0218595499552,0.0278484617372,0.0278484617372,0.0218595499552,0.224116389804,0.145570268239,0.631672321349,0.272080562243,-22.1532281461,119.156582625,-26.8981005894,133.785352941,-13.6323365964,175.057615051,-74.8989160508,33.7864981057,-295.688551135,0.825363210018,-250.137799321,-102.55191889,4.60653351228,24.8832555037,10.2568378919,24.1166666667,12.1011515779,0.00478940368557,-0.0823062137718,0.648805904511,1.3212300416,510.0,24.8832555037,0.867244829887,0.18742390411,-5.09845732518e-06,9.67873999354,0.208855625131,1.49066433249e-11,6.76883337446e-11,1.12043598988e-10,1.22181385805e-10,9.98536910854e-11,5.95300744273e-11,1.18690988949e-11,3.64408684876e-11,8.05211483179e-11,2.16211397439e-08,4.2060500983e-08,7.3054024345e-08,1.04033306067e-07,1.31330037001e-07,1.52946164172e-07,1.67438108756e-07,1.75114265823e-07,1.77896037901e-07,2.05168589079,2.16211346052e-08,4.20604465172e-08,7.30539384238e-08,1.04033234319e-07,1.3132999904e-07,1.52946152587e-07,1.67438108335e-07,1.75114262031e-07,1.77896019678e-07,4.67473461616e-16,1.76908116123e-15,5.33687791923e-15,1.08229138429e-14,1.72475686479e-14,2.33925255911e-14,2.8035520123e-14,3.06650047667e-14,3.16469938172e-14,0.000333333333333,0.000666666666667,0.001,0.00133333333333,0.00166666666667,0.002,0.00233333333333,0.00266666666667,0.003,0.00333333333333,-6.95711047515e-08,6.9353130035e-08,600.0,2400.0,0.0,0.0,0.0,0.0,1497.0,1503.0,0.0,0.0,0.0,0.0,1.05678188045e-07,0.228915123869,2.67601282657e-07,-6.14775479403e-11,6.55415108308e-08,3.0169425906e-10,5.30459377832e-08,-2.85980040423e-07,8.51241076678e-08,0.0292169136151,8.51240854679e-08,7.24610992675e-15,2.17383411187e-11,2.36353973643e-06,2.17383411187e-11,32.9449069336,1.0,9.97100195611e-08,-2.66095564935e-11,7.2218982627e-08,2.33050409425e-10,1335.0,109.0,5.5358132308e-07,1336.0,2999.0,-1.30130352857e-13,0.000299030348664,3.62426494143e-13,1645.0,234,1.0
